t,p,p_d,v,v_d,q,R,w,fa,pwm
0.9900000000000008,"[0.16088469595591973, 0.27273748863394065, 0.0023303426878206563]","[-0.5358267949789941, -0.8443279255020167, 0.0]","[-1.1330254750662447, -0.8917162663451419, 0.0002478027718197402]","[3.536712543970461, -2.244466030270096, 0.0]","[0.97425636501222, 0.13952773131617818, 0.17707779945470953, 1.916282871432664e-05]","[[0.9372869051461274, 0.04937718823306044, 0.3450436939342486], [0.04945186626444673, 0.9610640236530928, -0.2718647740379228], [-0.34503299895018413, 0.27187834728408306, 0.8983509302680762]]","[-1.285205932889989, 1.1155033877616312, -0.39343152671875586]","[0.0, 0.0, 0.0]","[52.86901330276029, 53.96744643052791, 50.22956450465099, 51.74121838031616]"
0.9950000000000008,"[0.1552195685805885, 0.26827890730221493, 0.002331581701679755]","[-0.518027009373128, -0.855364260160508, 0.0]","[-1.1142071703883984, -0.9065434729829029, 0.00019287733948549282]","[3.582941434484694, -2.169906462676946, 0.0]","[0.9742015732922442, 0.1362219090140908, 0.17993022464196556, 1.8967463653681244e-05]","[[0.9352502278010543, 0.04898392111425994, 0.35058178342627566], [0.049057833645991054, 0.9628871822895843, -0.26540837051680816], [-0.35057144828984343, 0.2654220217967926, 0.8981374115296972]]","[-1.3087390923652222, 1.0882910460335762, -0.3939745211903101]","[0.0, 0.0, 0.0]","[52.90806171751152, 53.935236459691865, 50.22446219279406, 51.76305475411044]"
1.0000000000000007,"[0.1496485327286465, 0.2637461899373004, 0.0023325460883771828]","[-0.49999999999999734, -0.8660254037844402, 0.0]","[-1.0950826130279545, -0.9210217426644708, 0.0001370956827565002]","[3.6275987284684414, -2.094395102393184, 0.0]","[0.9741484560990307, 0.1328559311216361, 0.18271312676829685, 1.8767795533666877e-05]","[[0.9332318259086443, 0.04851247993180823, 0.35598440752662724], [0.04858561040798225, 0.9646986024271459, -0.258835942126273], [-0.35597443387482436, 0.258849658616691, 0.8979304297447108]]","[-1.3316986818138061, 1.0606144068187153, -0.39450784913467113]","[0.0, 0.0, 0.0]","[52.946521909925586, 53.90228837347727, 50.219932863375064, 51.78498658024104]"
1.0050000000000006,"[0.14417311966350674, 0.25914108122397805, 0.002333231566790965]","[-0.4817536741017137, -0.8763066800438645, 0.0]","[-1.0756591828818483, -0.9351445012316848, 8.050272377989345e-05]","[3.670664837756621, -2.0179650711971133, 0.0]","[0.9740970179690368, 0.12943126117650433, 0.18542531615038288, 1.8563949599227696e-05]","[[0.9312349035718208, 0.04796349887089951, 0.3612493005469258], [0.04803583122268486, 0.9664950965712787, -0.25215032663556197], [-0.36123968952528956, 0.25216409554045577, 0.8977300015215803]]","[-1.354075867491982, 1.0324851542630822, -0.3950313805103774]","[0.0, 0.0, 0.0]","[52.98438009824153, 53.86861791372412, 50.21597559037279, 51.80700915590702]"
1.0100000000000005,"[0.1387948237490975, 0.2544653587178196, 0.0023336340804098648]","[-0.46329603511985973, -0.8862035792312157, 0.0]","[-1.0559443943819073, -0.9489053316396191, 2.3143216797558284e-05]","[3.7121208721303565, -1.94064989382644, 0.0]","[0.9740472625753892, 0.12594938539866954, 0.18806563282573352, 1.835605363348508e-05]","[[0.9292626348258235, 0.04733774241043921, 0.36637425354417497], [0.047409261065612746, 0.9682735039615056, -0.24535440385556798], [-0.36636500580948106, 0.24536821242693904, 0.8975361401351077]]","[-1.3758620473174386, 1.0039151212728805, -0.39554499141983174]","[0.0, 0.0, 0.0]","[53.02162272309199, 53.834241040149784, 50.21258928513179, 51.829117834052624]"
1.0150000000000003,"[0.13351510177718795, 0.2497208320596215, 0.0023337497964938526]","[-0.4446351791849266, -0.8957117602394132, 0.0]","[-1.035945893190642, -0.9622979767022071, -3.493828985943679e-05]","[3.75194864760283, -1.8624834832732622, 0.0]","[0.9739991927457052, 0.12241181210521748, 0.1906329469389223, 1.814423780455827e-05]","[[0.9273181584243374, 0.04663610401755326, 0.3713571149965483], [0.04670679390945176, 0.9700306958558071, -0.2384510945669963], [-0.3713482307204326, 0.2384649301250869, 0.897348855596998]]","[-1.3970488526087221, 0.9749162859256233, -0.3960485641496674]","[0.0, 0.0, 0.0]","[53.058236459210804, 53.79917391601204, 50.20977271129233, 51.85130800960861]"
1.0200000000000002,"[0.12833537231123474, 0.24490934217611046, 0.0023335751050445556]","[-0.42577929156507216, -0.9048270524660198, 0.0]","[-1.0156714528431963, -0.9753163417673995, -9.36974896956326e-05]","[3.790130694395405, -1.783500125908663, 0.0]","[0.9739528104797943, 0.11882007112037224, 0.1931261591189134, 1.7928634494411362e-05]","[[0.9254045726850807, 0.045859604635519434, 0.37619579146531873], [0.04592945121133502, 0.9717635807550278, -0.23144335944155486], [-0.3761872703388159, 0.2314572093948275, 0.8971681547258519]]","[-1.417628149782523, 0.9455007678814342, -0.3965419871986103]","[0.0, 0.0, 0.0]","[53.09420822659941, 53.76343289444106, 50.20752449906534, 51.873575106126694]"
1.0250000000000001,"[0.12325701504701875, 0.24003276046727345, 0.0023331066175960773]","[-0.4067366430758001, -0.913545457642601, 0.0]","[-0.9951289713368204, -0.9879544973208753, -0.0001530903519116493]","[3.8266502646004272, -1.7037344664436098, 0.0]","[0.9739081169672001, 0.11517571318081897, 0.1955442008474566, 1.7709378112864613e-05]","[[0.923524930402615, 0.0450093909677771, 0.38088824824291295], [0.045078380196139335, 0.9734691095593352, -0.2243341979561902], [-0.3808800894818964, 0.22434804982095252, 0.8969940412164386]]","[-1.437592042012933, 0.9156808247929092, -0.39702515529331484]","[0.0, 0.0, 0.0]","[53.12952520120805, 53.727034505461916, 50.205843158750994, 51.89591456282199]"
1.03,"[0.11828137019033465, 0.23509298798066908, 0.002332341165836519]","[-0.3875155864521032, -0.9218631515885004, 0.0]","[-0.9743264676692461, -1.0002066815173531, -0.00021307315322689077]","[3.861491339527422, -1.6232214927326236, 0.0]","[0.973865112604553, 0.11148030933641356, 0.19788603481852227, 1.748660489977984e-05]","[[0.9216822338360425, 0.044086733560950754, 0.3854325099870644], [0.04415485193874994, 0.9751442806489525, -0.21712664730038153], [-0.3854247123385705, 0.21714048872000577, 0.8968265157081203]]","[-1.4569328708568705, 0.8854688487104395, -0.39749796939266663]","[0.0, 0.0, 0.0]","[53.164174824996294, 53.68999544374824, 50.20472709347286, 51.91832182214931]"
1.035,"[0.11340973785198842, 0.23009195457308232, 0.0023312758000703843]","[-0.3681245526846786, -0.9297764858882511, 0.0]","[-0.9532720783273624, -1.01206730263858, -0.00027360250769803017]","[3.894638636729418, -1.5419965204269532, 0.0]","[0.9738237970126998, 0.10773545034635865, 0.20015065528873943, 1.7260452718171352e-05]","[[0.91987942977913, 0.04309302469009394, 0.3898266613410142], [0.043160259248510614, 0.9767861448814881, -0.20982378127648413], [-0.38981922309042705, 0.20983760004017263, 0.896665575852311]]","[-1.4756432178490146, 0.8548773624811714, -0.39796033668111686]","[0.0, 0.0, 0.0]","[53.198144815402294, 53.652332557119884, 50.20417461105936, 51.94079231793368]"
1.0399999999999998,"[0.1086433774603516, 0.22503161805988942, 0.0023299077875318943]","[-0.3485720473218163, -0.9372819894918911, 0.0]","[-0.9319740537276107, -1.0235309414771, -0.00033463539457599765]","[3.9260776167063343, -1.4600951774839623, 0.0]","[0.9737841690535861, 0.1039427460709206, 0.20233708841879686, 1.7031060840837502e-05]","[[0.918119404720294, 0.04202977604963083, 0.3940688475397047], [0.04209611435934682, 0.9783918104983582, -0.20242870919311223], [-0.39406176651877556, 0.20244249325416508, 0.8965112163788802]]","[-1.4937159060695215, 0.8239190161388937, -0.39841217055162936]","[0.0, 0.0, 0.0]","[53.23142317416253, 53.614062835807864, 50.204183935040376, 51.963321464124455]"
1.0449999999999997,"[0.10398350719171355, 0.2199139633525039, 0.002328234610559014]","[-0.3288666467385847, -0.9443763702374806, 0.0]","[-0.9104407546095361, -1.0345923536449366, -0.0003961291842489438]","[3.9557944892824843, -1.3775533885395297, 0.0]","[0.9737462268468707, 0.10010382485875477, 0.20444439260576097, 1.6798569732885023e-05]","[[0.9164049800997391, 0.04089861625373555, 0.39815727500188486], [0.040964046429310834, 0.9799584479329118, -0.1949445747515335], [-0.3981505485975552, 0.19495831224507623, 0.8963634291614185]]","[-1.5111440016873232, 0.7926065832825536, -0.3988533905788609]","[0.0, 0.0, 0.0]","[53.263998195488256, 53.57520340247316, 50.20475321473961, 51.985904644199124]"
1.0499999999999996,"[0.09943130341866586, 0.21474100158427922, 0.0023262539646377693]","[-0.3090169943749493, -0.951056516295153, 0.0]","[-0.8886806483839503, -1.0452464718063463, -0.0004580416623258014]","[3.983776219655405, -1.2944073591503187, 0.0]","[0.973709967786257, 0.0962203329299005, 0.20647165880625948, 1.6563120832337443e-05]","[[0.9147389076709093, 0.03970128815015004, 0.40209021190803773], [0.039765798853558416, 0.9814832945130444, -0.18737455492504618], [-0.4020838370720343, 0.18738823418517925, 0.8962222032813014]]","[-1.527920815481384, 0.7609529574409467, -0.3992839224832014]","[0.0, 0.0, 0.0]","[53.295858473578015, 53.5357715029928, 50.205880534436936, 52.00853720125101]"
1.0549999999999995,"[0.09498790017674612, 0.2095147692252475, 0.0023239637563261402]","[-0.28903179694447384, -0.9573194975320666, 0.0]","[-0.8667023054371784, -1.055488407833835, -0.0005203310519192076]","[4.010010534113349, -1.210693559912821, 0.0]","[0.973675388555524, 0.092293933754503, 0.20841801085047337, 1.632485633079624e-05]","[[0.9131238649732624, 0.038439645951695744, 0.40586598876402563], [0.038503226395019755, 0.9829636590512373, -0.17972185883129924], [-0.4058599620231907, 0.1797354684076348, 0.896087525090503]]","[-1.5440399043420585, 0.7289711484211964, -0.3997036980863229]","[0.0, 0.0, 0.0]","[53.32699290946211, 53.49578449800556, 50.207563921588026, 52.03121442878762]"
1.0599999999999994,"[0.09065438864956023, 0.20423732718607834, 0.002321362101066544]","[-0.26891982061526837, -0.9631625667976574, 0.0]","[-0.8445143953928819, -1.065313454886647, -0.0005829560341909094]","[4.034485925418945, -1.1264487104661494, 0.0]","[0.9736424851442481, 0.08832630742731473, 0.21028260574687532, 1.6083918955953344e-05]","[[0.9115624509232237, 0.03711565218998439, 0.40948299895033236], [0.03717829213727693, 0.9843969263151263, -0.1719897265975138], [-0.40947731641765095, 0.1720032552710685, 0.8959593782731196]]","[-1.559495072754316, 0.6966742786386488, -0.4001126552588936]","[0.0, 0.0, 0.0]","[53.35739071720448, 53.45525985517972, 50.20980135411654, 52.05393156223945]"
1.0649999999999993,"[0.08643181667259582, 0.1989107599116451, 0.0023184473208955896]","[-0.24868988716485788, -0.9685831611286303, 0.0]","[-0.8221256833329669, -1.0747170894109763, -0.0006458757672262919]","[4.057191657856645, -1.0417097633855894, 0.0]","[0.9736112528632107, 0.0843191500380261, 0.2120646339776485, 1.5840451757566527e-05]","[[0.9100571815300122, 0.03573137449607766, 0.41293969925677004], [0.03579306426440408, 0.9857805613718901, -0.1641814282185593], [-0.4129343566430564, 0.16419486501697533, 0.8958377439055818]]","[-1.574280374264164, 0.6640755794257912, -0.40051073786109925]","[0.0, 0.0, 0.0]","[53.38704142944685, 53.414215142213365, 50.21259076676479, 52.07668377120055]"
1.0699999999999992,"[0.08232118825593099, 0.19353717446459023, 0.0023152179420594583]","[-0.22835087011065924, -0.9735789028731594, 0.0]","[-0.7995450259791028, -1.0836949730611654, -0.0007090499033071843]","[4.078117771941771, -0.9565138879739788, 0.0]","[0.9735816863594845, 0.08027417303747207, 0.21376331978471197, 1.559459789829888e-05]","[[0.9086104857428552, 0.034288982213085045, 0.4162346104025036], [0.03434971267276474, 0.9871121137999173, -0.15630026240783534], [-0.416229603028703, 0.15631359661990513, 0.8957226005155381]]","[-1.5883901129294673, 0.6311883873179029, -0.4008978956766277]","[0.0, 0.0, 0.0]","[53.41593490232546, 53.37266802052321, 50.21593005652783, 52.09946615239387]"
1.074999999999999,"[0.07832346312603547, 0.1881186995992844, 0.002311672692542922]","[-0.20791169081776328, -0.9781476007338048, 0.0]","[-0.7767813678363943, -1.0922429545411942, -0.0007724386046544843]","[4.097255088789071, -0.8708984539580233, 0.0]","[0.9735537796311967, 0.07619310259975984, 0.21537792144627665, 1.5346500450674088e-05]","[[0.9072247014359329, 0.03279074284592262, 0.4193663175412341], [0.03285050541999408, 0.988389221761415, -0.14834955544091047], [-0.4193616403513005, 0.14836277663038464, 0.895613924139408]]","[-1.6018188447559218, 0.5980261403131654, -0.4012740843407514]","[0.0, 0.0, 0.0]","[53.44406131978202, 53.330636239595094, 50.21981708718544, 52.122273723356074]"
1.079999999999999,"[0.0744395562868535, 0.18265748482657843, 0.0023078104995196496]","[-0.187381314585729, -0.9822872507286878, 0.0]","[-0.7538437373007649, -1.1003570713657862, -0.0008360025577132383]","[4.11459521413888, -0.7849010150966987, 0.0]","[0.973527526041974, 0.07207767898036153, 0.21690773154385012, 1.5096302201228959e-05]","[[0.9059020715372053, 0.031239018353683458, 0.4223334707513699], [0.031297805016620835, 0.9896096159298111, -0.14033265999186761], [-0.4223291183256745, 0.1403457580105283, 0.8955116883786098]]","[-1.6145613791186777, 0.5646023741049395, -0.4016392652631304]","[0.0, 0.0, 0.0]","[53.471411197273525, 53.28813763198023, 50.22424969294891, 52.14510141684047]"
1.0849999999999989,"[0.07067033760034967, 0.1771556994697495, 0.0023036304867310835]","[-0.16676874671610706, -0.9859960370705041, 0.0]","[-0.7307412427316284, -1.1080335515404849, -0.000899702986054223]","[4.130130542039127, -0.6985592927089318, 0.0]","[0.9735029183350661, 0.06792965587021467, 0.2183520772196023, 1.4844145462759782e-05]","[[0.9046447403070725, 0.029636261290291885, 0.42513478551099915], [0.02969406456600463, 0.9907711232660112, -0.13225295396230882], [-0.4251307520802272, 0.1322659189622942, 0.8954158644544782]]","[-1.6266127801699066, 0.5309307182841165, -0.4019934055459501]","[0.0, 0.0, 0.0]","[53.49797538493753, 53.24519010886941, 50.22922568126795, 52.167944075909595]"
1.0899999999999987,"[0.06701663138669153, 0.17161553171204708, 0.0022991319718008124]","[-0.14608302856241684, -0.9892723329629876, 0.0]","[-0.7074830684914358, -1.115268815160088, -0.0009635016619657936]","[4.143854258181543, -0.6119111591277822, 0.0]","[0.9734799486471567, 0.06375079974587378, 0.21971032042400163, 1.459017189544671e-05]","[[0.9034547497726189, 0.027985010799329513, 0.4277690431574684], [0.028041823758479644, 0.9918716706377767, -0.12411383930297236], [-0.4277653226169614, 0.12412666174834112, 0.895326421261888]]","[-1.637968368232148, 0.49702489250935306, -0.40233647789796956]","[0.0, 0.0, 0.0]","[53.52374507020712, 53.20181165625041, 50.23474283480323, 52.190796449715386]"
1.0949999999999986,"[0.06347921604423436, 0.16603918763624664, 0.0022943144634909834]","[-0.1253332335643099, -0.9921147013144771, 0.0]","[-0.6840784709537042, -1.122059475924849, -0.0010273609168107182]","[4.155760342890657, -0.5249946210883861, 0.0]","[0.9734586085218684, 0.059542889215757004, 0.22098185815362625, 1.433452233744164e-05]","[[0.9023340363229841, 0.026287888469130133, 0.4302350913313628], [0.026343704725803857, 0.9929092882767232, -0.1159187408279214], [-0.4302316772558608, 0.1159314115054489, 0.8952433254216214]]","[-1.6486237211772998, 0.4628987026431824, -0.4026684605450564]","[0.0, 0.0, 0.0]","[53.54871177992934, 53.15802033157503, 50.24079891262054, 52.21365318993851]"
1.0999999999999985,"[0.060058823689465836, 0.1604288902566224, 0.0022891776589069298]","[-0.10452846326765954, -0.9945218953682727, 0.0]","[-0.6605367744811452, -1.1284023425738885, -0.0010912436502207882]","[4.165843573764216, -0.43784780305694626, 0.0]","[0.9734388889229663, 0.055307714362532415, 0.2221661226790487, 1.407733664543613e-05]","[[0.901284427471173, 0.024547594054442064, 0.43253184440466147], [0.02460240776221458, 0.9938821130676423, -0.10767110502126434], [-0.4325287300634048, 0.107683615050465, 0.8951665413315009]]","[-1.6585746757905966, 0.4285660368520254, -0.4029893371377424]","[0.0, 0.0, 0.0]","[53.57286738202026, 53.11383426090002, 50.24739165064236, 52.236508847856314]"
1.1049999999999984,"[0.05675613981706011, 0.15478687854375298, 0.002283721440655826]","[-0.08367784333232199, -0.9964928592495038, 0.0]","[-0.6368673673755262, -1.134294420235287, -0.001155113338202707]","[4.174099527963905, -0.3505089305080805, 0.0]","[0.9734207802472731, 0.051047076081690713, 0.2232625817626909, 1.3818753545546317e-05]","[[0.9003076387873996, 0.02276690107115285, 0.43465828389284555], [0.022820706918586255, 0.9947883916651042, -0.09937439883637593], [-0.4346554622649912, 0.09938673967874921, 0.8950960312163357]]","[-1.6678173291188152, 0.3940408616681767, -0.40329909665630626]","[0.0, 0.0, 0.0]","[53.59620408666759, 53.069271636484146, 50.254518761378556, 52.25935787203104]"
1.1099999999999983,"[0.05357180298018248, 0.14911540644257654, 0.0022779458739648124]","[-0.0627905195293203, -0.9980267284282711, 0.0]","[-0.6130796978009087, -1.139732911692357, -0.0012189340402260743]","[4.180524584155349, -0.26301631315786544, 0.0]","[0.9734042723373039, 0.046762785416353356, 0.2242707388665409, 1.3558910494750776e-05]","[[0.8994052710088237, 0.02094865227075848, 0.43661345885071334], [0.0210014454763738, 0.9956264834325202, -0.09103210848759209], [-0.4366109226410255, 0.09104427195509161, 0.89503175517672]]","[-1.676348039801808, 0.35933721801197926, -0.4035977333138792]","[0.0, 0.0, 0.0]","[53.61871444713854, 53.02435071476686, 50.262177933000316, 52.28219460657554]"
1.1149999999999982,"[0.050506404491177936, 0.14341674188411474, 0.0022718512037636822]","[-0.04187565372920697, -0.999122830098858, 0.0]","[-0.5891832696819229, -1.1447152185656255, -0.001282670405363762]","[4.185115924096554, -0.17540832815992885, 0.0]","[0.9733893544936317, 0.04245666288836741, 0.22519013334961854, 1.3297943553033057e-05]","[[0.8985788073302914, 0.01909575500144016, 0.4383964862516533], [0.01914753130820488, 0.9963948631990964, -0.0826477382343594], [-0.4383942279064271, 0.08265971649708735, 0.8949736712367291]]","[-1.684163429386084, 0.32446921717245936, -0.4038852464580193]","[0.0, 0.0, 0.0]","[53.64039136022108, 52.97908981469909, 50.27036682778902, 52.305013289971484]"
1.119999999999998,"[0.04756048814276832, 0.13769316579128663, 0.0022654378517368632]","[-0.020942419883365607, -0.9997806834748453, 0.0]","[-0.5651876385787475, -1.1492389424100842, -0.0013462876775525692]","[4.187871533874075, -0.0877234032719656, 0.0]","[0.9733760154869989, 0.03813053782574206, 0.22602034065507517, 1.3035987266256758e-05]","[[0.8978296108804535, 0.017211176462784562, 0.4400065513501135], [0.017261932132157237, 0.9970921238303654, -0.07422480915782881], [-0.44000456307329133, 0.07423659475095959, 0.8949217353905669]]","[-1.69126038361907, 0.2894510367447384, -0.4041616404711791]","[0.0, 0.0, 0.0]","[53.661228066324156, 52.93350731638531, 50.27908308000626, 52.32780805441387]"
1.124999999999998,"[0.04473454994987459, 0.1319469710792362, 0.0022587064133491003]","[-8.17730279717323e-15, -1.0, 0.0]","[-0.5411024075404751, -1.1533018857272974, -0.001409751700040083]","[4.1887902047863905, -3.425300585837158e-14, 0.0]","[0.9733642435701814, 0.03378624768648514, 0.22676097248680668, 1.2773174559713485e-05]","[[0.8971589223873676, 0.015297938861348375, 0.4414429080269974], [0.015347670666921595, 0.9977169786082272, -0.06576685792989098], [-0.4414411817964397, 0.06577844375983061, 0.8948759016482105]]","[-1.6976360537224937, 0.25429691652275, -0.40442692467046143]","[0.0, 0.0, 0.0]","[53.681218149273896, 52.887621659992554, 50.28832429322816, 52.350572925650816]"
1.129999999999998,"[0.04202903791217221, 0.1261804616505997, 0.0022516576548488997]","[0.020942419883347482, -0.9997806834748457, 0.0]","[-0.516937222938555, -1.1569020528919873, -0.0014730289190815341]","[4.187871533874077, 0.08772340327188968, 0.0]","[0.9733540264896241, 0.029425637378902126, 0.2274116769754585, 1.2509636642217475e-05]","[[0.8965678580374374, 0.01335911447442449, 0.44270487911770384], [0.013407819695206989, 0.9982682634167087, -0.05727743557466164], [-0.4427034067015775, 0.057288814924450274, 0.8948361220801101]]","[-1.7032878576431567, 0.2190211543458448, -0.4046811132070286]","[0.0, 0.0, 0.0]","[53.70035553586214, 52.84145134487198, 50.298088037184684, 52.37330182327932]"
1.1349999999999978,"[0.03944435179747943, 0.12039595138613977, 0.002244292510253492]","[0.04187565372919063, -0.9991228300988587, 0.0]","[-0.49270177028201545, -1.1600376509927453, -0.0015360863869481637]","[4.185115924096556, 0.1754083281598604, 0.0]","[0.9733453514968604, 0.02505055857842453, 0.2279721388336966, 1.2245502920550325e-05]","[[0.8960574075312748, 0.01139782062951557, 0.44379185672252724], [0.011445497042893405, 0.9987449387299131, -0.048760106222434825], [-0.44379062969577426, 0.048771272756402397, 0.8948023468609974]]","[-1.7082134812791727, 0.18363810189768295, -0.4049242249654894]","[0.0, 0.0, 0.0]","[53.718634495127844, 52.795014928866216, 50.308371844173806, 52.3959885614816]"
1.1399999999999977,"[0.036980842946069355, 0.11459576313117605, 0.002236612078318751]","[0.06279051952930309, -0.9980267284282722, 0.0]","[-0.4684057700161738, -1.1627070905865489, -0.0015988917643051173]","[4.1805245841553536, 0.26301631315779334, 0.0]","[0.9733382053597228, 0.02066286904103933, 0.22844207950061446, 1.1980900923976725e-05]","[[0.8956284323397861, 0.00941721460715991, 0.444703302499116], [0.009463860481575655, 0.9991460913989019, -0.04021844585613367], [-0.44470231225996887, 0.040229393623819124, 0.8947745243128558]]","[-1.7124108796796023, 0.148162160456735, -0.4051562834635721]","[0.0, 0.0, 0.0]","[53.73604963748229, 52.74833102774388, 50.31917320504836, 52.41862685014967]"
1.1449999999999976,"[0.034638814095988485, 0.1087822276782433, 0.0022286176194972252]","[0.08367784333230568, -0.9964928592495051, 0.0]","[-0.44405897330655564, -1.164908986366799, -0.0016614133220156282]","[4.174099527963911, 0.35050893050801224, 0.0]","[0.9733325743733698, 0.016264431913396594, 0.2288212572751477, 1.1715956238516765e-05]","[[0.8952816641635141, 0.007420488474885127, 0.44543874793668653], [0.0074661025622726526, 0.9994709362345418, -0.031656041050300045], [-0.4454379857231963, 0.03166676448964676, 0.8947526009471103]]","[-1.715878278215324, 0.11260777659650462, -0.40537731675234423]","[0.0, 0.0, 0.0]","[53.75259591360586, 52.70141831474897, 50.330489564871826, 52.4412102963975]"
1.1499999999999975,"[0.032418519229455704, 0.1029576827464093, 0.002220310552887147]","[0.1045284632676424, -0.9945218953682745, 0.0]","[-0.4196711578097486, -1.1666421577446149, -0.0017236199424241773]","[4.165843573764223, 0.4378478030568745, 0.0]","[0.9733284443711314, 0.01185711503967759, 0.22910946743835958, 1.1450792450598403e-05]","[[0.8950177035979815, 0.005410863860186278, 0.4459977946116806], [0.005455445388197309, 0.9997188173836307, -0.023076487702677666], [-0.44599725151822706, 0.02308698164251808, 0.8947365215060944]]","[-1.718614173718841, 0.07698943783533208, -0.4055873573172364]","[0.0, 0.0, 0.0]","[53.76826861326787, 52.65429552017994, 50.342318318238895, 52.46373240639557]"
1.1549999999999974,"[0.03032016344040696, 0.09712447195768623, 0.0022116924531750265]","[0.12533323356429366, -0.9921147013144792, 0.0]","[-0.3952521234329254, -1.1679056293431653, -0.001785481120169177]","[4.155760342890666, 0.5249946210883182, 0.0]","[0.9733258007351929, 0.007442790265311644, 0.2293065423644642, 1.1185531099700797e-05]","[[0.8948370190074761, 0.0033915866705364842, 0.44638011442454517], [0.0034351353345935427, 0.999889209495901, -0.014483389758455149], [-0.44637978141829726, 0.014493649420299078, 0.8947262290038415]]","[-1.720617335590497, 0.041321668233968496, -0.4057864419800622]","[0.0, 0.0, 0.0]","[53.783063363966534, 52.60698143101976, 50.354656804343364, 52.486186587536366]"
1.1599999999999973,"[0.028343902823242336, 0.0912849438109704, 0.0022027650475741805]","[0.14608302856239977, -0.9892723329629901, 0.0]","[-0.3708116880837763, -1.1686986314048373, -0.0018469669625727117]","[4.143854258181554, 0.6119111591277107, 0.0]","[0.9733246284071314, 0.0030233327376363492, 0.2294123516204486, 1.0920291639517873e-05]","[[0.8947399456094458, 0.0013659217685402247, 0.446585449817309], [0.0014084377237487497, 0.9999817186798096, -0.005880357927251225], [-0.44658531775460814, 0.005890378926392836, 0.8947216647662665]]","[-1.7218868068686946, 0.00561902394104493, -0.4059746118022416]","[0.0, 0.0, 0.0]","[53.79697612954684, 52.55949489051596, 50.367502301797295, 52.5085661508675]"
1.1649999999999971,"[0.026489844382823455, 0.0854414506539462, 0.0021935302127613168]","[0.16676874671609004, -0.985996037070507, 0.0]","[-0.3463596834125988, -1.1690206001110819, -0.0019080481896518989]","[4.130130542039138, 0.6985592927088605, 0.0]","[0.9733249118983117, -0.001399379796398345, 0.22942680205415453, 1.0655191407207863e-05]","[[0.8947266847713414, -0.0006628523895690928, 0.4466136139716236], [-0.0006213685366183718, 0.9999960832453048, 0.002728991607063054], [-0.44661367361426185, -0.002719213261103732, 0.8947227684707786]]","[-1.722421905261309, -0.03010391131510276, -0.40615191198936484]","[0.0, 0.0, 0.0]","[53.810003208697744, 52.51185479773538, 50.38085202328055, 52.53086431379592]"
1.169999999999997,"[0.02475804596576046, 0.0795963476533908, 0.0021839899718130574]","[0.18738131458571206, -0.982287250728691, 0.0]","[-0.32190595054829463, -1.1688711778148053, -0.001968696133793557]","[4.114595214138895, 0.7849010150966279, 0.0]","[0.9733266353001621, -0.005823467695374483, 0.22934983787067986, 1.0390345600207906e-05]","[[0.8947973035214674, -0.0026914491438038714, 0.4464644909869291], [-0.0026509963433132464, 0.9999321742320835, 0.011341038483593727], [-0.4464647330182969, -0.011331506387278414, 0.8947294781853878]]","[-1.7222222241357097, -0.06583253078793967, -0.4063183917972471]","[0.0, 0.0, 0.0]","[53.822141233457685, 52.46408010701923, 50.3947031100082, 52.55307420301777]"
1.174999999999997,"[0.02314851621301899, 0.07375199176431677, 0.0021741464911440894]","[0.2079116908177464, -0.9781476007338084, 0.0]","[-0.29746033583003156, -1.168250213185206, -0.0020288827391312927]","[4.097255088789086, 0.8708984539579527, 0.0]","[0.9733297822943365, -0.01024705013128479, 0.22918144069695803, 1.0125867260133097e-05]","[[0.8949517342750671, -0.004716579040315295, 0.44613803603840624], [-0.0046771558076119085, 0.9997899957221476, 0.01995215946857912], [-0.44613845107948397, -0.019942876825191188, 0.8947417304073474]]","[-1.7212876334644935, -0.10155220932877923, -0.4064741044395741]","[0.0, 0.0, 0.0]","[53.83338716767641, 52.416189827322114, 50.4090526261087, 52.57518885765713]"
1.1799999999999968,"[0.02166121453386883, 0.06791074069839073, 0.002164002077448433]","[0.22835087011064248, -0.9735789028731634, 0.0]","[-0.2730326865363294, -1.1671577612649924, -0.0020885805606607913]","[4.078117771941788, 0.9565138879739086, 0.0]","[0.9733343361627788, -0.01466824580002428, 0.2289216296343722, 9.861867263239562e-06]","[[0.895189774776574, -0.006734955252890169, 0.44563427551436025], [-0.006696559676786206, 0.9995696849357876, 0.028558729766328478], [-0.44563485413953247, -0.02854969938742792, 0.8947594601013871]]","[-1.7196182807240488, -0.13724830805709431, -0.406619106997225]","[0.0, 0.0, 0.0]","[53.8437383054827, 52.36820302141829, 50.423897552896086, 52.597201232595985]"
1.1849999999999967,"[0.020296051101187183, 0.06207495189206577, 0.002153559174645129]","[0.24868988716484117, -0.9685831611286346, 0.0]","[-0.24863284661333346, -1.1655940834399459, -0.0021477627631267464]","[4.057191657856663, 1.0417097633855195, 0.0]","[0.9733402797976966, -0.01908517363436616, 0.22857046129926206, 9.598454316927478e-06]","[[0.8955110882586246, -0.008743299007588105, 0.4449533071326902], [-0.00870592875874625, 0.9992715121104316, 0.03715712433678513], [-0.4449540398853592, -0.03714834864426121, 0.8947826007375773]]","[-1.7172145917430774, -0.17290617908552888, -0.4067534603293458]","[0.0, 0.0, 0.0]","[53.853192269784536, 52.320138804916006, 50.43923478310681, 52.61910420196085]"
